"","isocode","income","gdp_per_capita_usd","unemployment_rate","inflation_rate","health_expenditure_pct_gdp","health_expenditure_per_capita","population","gdp_total_usd","date","totalvaccinations","peoplevaccinated","peoplefullyvaccinated","totalboosters","dailyvaccinationsraw","dailyvaccinations","totalvaccinationsperhundred","peoplevaccinatedperhundred","peoplefullyvaccinatedperhundred","totalboostersperhundred","dailyvaccinationspermillion","dailypeoplevaccinated","dailypeoplevaccinatedperhundred"
"295","kwt","High income",40077.238047746,2.174,3.98064961990313,4.26875782,1700.31958008,4589643,183940215065.171,2022,7909312.17241379,3417000.71186441,3303926.44827586,1370983.9047619,6273.5,3599.35342465753,185.278620689655,80.0447457627119,77.3955172413793,32.1159523809524,843.156164383562,330.413698630137,0.00771506849315068
"296","kgz","Lower middle income",1739.72030814894,4.043,13.9229093174176,4.92258883,85.87857056,6975219.5,12134931017.9465,2022,3046188.68678161,1532057.71044776,1293663.17288136,555673.615384615,3124.91044776119,3090.16438356164,45.941091954023,23.1059104477612,19.510406779661,16.0124783861671,466.060273972603,1130.58904109589,0.0170438356164383
"297","kgz","Lower middle income",1970.15780961839,3.991,10.7532770416742,7.36325455,78.61326599,7099750,13987627908.8381,2023,3505753.83116883,1681318.48484848,1384057.7012987,555673.615384615,1244.26339285714,1137.86852589641,52.8721212121212,25.3568831168831,20.8734199134199,16.0124783861671,171.593625498008,386.386454183267,0.005800796812749
"298","kgz","Lower middle income",1349.99730650542,4.096,11.9050398185147,5.35275412,72.58777618,6851224,9249133946.26531,2021,1421331.01273885,828086.884615385,603189.891891892,555673.615384615,11133.4335664336,8055.84892086331,21.4356050955414,12.4891666666667,9.09702702702703,16.0124783861671,1214.94964028777,4402.48201438849,0.0664388489208633
"299","lao","Lower middle income",2526.05105018529,2.066,3.75562036658877,2.74392009,68.61697388,7453194,18827148530.9347,2021,1791701.8115942,1282452.24390244,864077.121621622,555673.615384615,38712.1111111111,24346.6574394464,23.7959420289855,17.0321951219512,11.4760810810811,16.0124783861671,3233.54671280277,15338.9307958478,0.203799307958478
"300","lao","Lower middle income",2046.40440255621,1.209,17.5244052090562,2.01825476,41.34779739,7559007,15468785203.7532,2022,10113481.5,5468862.95555556,4617953.22222222,555673.615384615,26616.4444444444,18107.5515695067,134.318636363636,72.6326666666667,61.3317777777778,16.0124783861671,2404.83856502242,6361.94170403587,0.0844798206278027
"301","lva","High income",17564.2321549354,8.098,0.219064904842156,7.28520584,1313.35412598,1900449,33379927434.6149,2020,391.888888888889,391.555555555556,1.5,555673.615384615,193.75,36.5185185185185,0.0211111111111111,0.0205555555555555,0,16.0124783861671,19.8888888888889,36.5185185185185,0.00196296296296296
"302","lva","High income",20229.4613617326,6.815,17.3102830198815,7.62168407,1642.47131348,1879383,38018905782.397,2022,2843508.54973822,1341207.05235602,1298253.36125654,489074.382198953,1790.31578947368,1878.28125,153.649214659686,72.471832460733,70.1510471204189,26.4271727748691,1014.94270833333,180.125,0.00980729166666666
"303","lva","High income",20262.8433862451,7.513,3.27582937431156,9.10995388,1897.95275879,1884490,38185125732.9451,2021,1042515.47123288,601180.416438356,511440.852054794,18299.826446281,6995.12054794521,6941.97534246575,56.332602739726,32.4847671232877,27.6355616438356,0.988292011019284,3751.08767123288,3590.56438356164,0.194052054794521
"304","lbn","Lower middle income",3654.35845534878,11.6,17.5244052090562,5.73500204,392.38327026,5744489,20992421948.8081,2022,5169898,2510669.82442748,2145131.27272727,513724.488721805,11330.3679245283,4175.31460674157,94.1737593984962,45.7339694656489,39.0749242424242,9.35781954887218,760.587078651685,1441.09269662921,0.0262134831460674
"305","lbn","Lower middle income",4045.37391066234,12.669,17.5244052090562,4.85634661,311.84085083,5718122,23131941556.7843,2021,1869196.42033898,1133002.29304029,872946.838827839,278337.727272727,13999.8647686833,13490.5732087227,34.0486779661017,20.638315018315,15.9017948717949,5.07,2457.42679127726,7283.86148648649,0.132655405405405
"306","lso","Lower middle income",916.282979328622,16.457,6.34221743124953,4.2881484,79.713478085,2311472,2117962450.79469,2023,1326332.2,1010232.2,934584.8,170950.4,10435,797.884615384615,57.518,43.812,40.53,7.412,345.98717948718,169.74358974359,0.00733333333333333
"307","lso","Lower middle income",1066.58645143823,18.23,6.04774591950676,10.81370068,116.60222626,2261542,2412130056.55851,2021,293339.2,289132.384615385,350584.1,555673.615384615,10435,2778.55555555556,12.7206666666667,12.54,15.204,16.0124783861671,1205.11111111111,2547.83501683502,0.110585858585859
"308","lso","Lower middle income",1029.99553333827,16.688,8.27180389943028,12.65127754,133.70170593,2286110,2354683088.71995,2022,1114289.11111111,940810.375,863419.444444444,89422.2857142857,10435,1235.06849315068,48.3244444444444,40.80125,37.4455555555556,3.87857142857143,535.904109589041,670.419178082192,0.0293068493150685
"309","lbr","Low income",744.617175237387,2.977,7.59298486560313,13.47386169,99.65045929,5373294,4001047000,2022,3243761.33333333,2844211.625,2557429.125,1935.64285714286,10435,10228.1333333333,61.1726666666667,53.636875,48.228125,0.0392857142857143,1928.89855072464,8607.95942028986,0.162376811594203
"310","lbr","Low income",667.96610514319,3.845,7.81559385858648,13.8384428,92.3295517,5259323,3513049500,2021,250190.909090909,217178.761904762,223670.294117647,555673.615384615,5044.5,3785.54506437768,4.71909090909091,4.09523809523809,4.21764705882353,16.0124783861671,713.703862660944,3803.02575107296,0.0717811158798283
"311","lby","Upper middle income",6172.81246940233,18.753,2.37317531435169,5.3751936,242.93636322,7305659,45096462972.4014,2023,3739158,2316327,1236102,186729,10435,218,54.89,34,18.15,2.74,32,72,0.001
"312","lby","Upper middle income",4935.82787349801,19.641,2.86833027751019,6.21384287,306.70458984,7135175,35217995647.2862,2021,1458033.05660377,1166122.69230769,439423.828571429,555673.615384615,27204.3333333333,10389.4457364341,21.4030188679245,17.1178846153846,6.45057142857143,16.0124783861671,1525.04263565891,7215.48837209302,0.105972868217054
"313","lby","Upper middle income",5986.63694851258,19.282,4.51030149235703,4.65005827,278.3821106,7223805,43246297921.8499,2022,3360248.46551724,2170892.50847458,1105831.83050847,102219.872340426,5668.66666666667,2924.9397260274,49.3246551724138,31.8669491525424,16.2323728813559,1.50042553191489,429.306849315069,1277.89315068493,0.0187753424657534
"314","lie","High income",58049.6139606671,5.602,3.78989858162972,9.10995388,3282.81738281,39182,7710380085.92257,2021,29408.1296296296,15612.4444444444,1541441.84210526,4511.17021276596,242.460829493088,172.632876712329,74.7255925925926,39.6707777777778,39.9728125,11.4629787234043,4386.49589041096,71.6630136986301,0.182120547945205
"315","lie","High income",58049.6139606671,5.602,3.78989858162972,9.10995388,3282.81738281,38901,6405870210.32293,2020,0,0,1541441.84210526,555673.615384615,10435,0,0,0,39.9728125,16.0124783861671,0,0,0
"316","lie","High income",58049.6139606671,5.602,3.78989858162972,9.10995388,3282.81738281,39493,7361504432.19331,2022,70768.964028777,26692.6258992806,1541441.84210526,18778.7122302158,101.161764705882,30.6027397260274,179.821942446043,67.8244604316547,39.9728125,47.7163309352518,777.608219178082,1.58904109589041,0.00407945205479452
"317","ltu","High income",27786.0057829276,6.841,9.11731962390475,7.29381466,1988.94665527,2871585,79789877416.1681,2023,4555343.8046875,1957226.87890625,1880522.6953125,944888.890625,274.994923857868,173.276712328767,165.6452734375,71.170859375,68.380546875,34.359140625,63,4.67671232876712,7.94520547945205e-05
"318","ltu","High income",20541.824988603,8.487,1.19989444983569,7.47439718,1520.39221191,2794885,57412038533.2718,2020,7061,7061,1541441.84210526,555673.615384615,1834.5,2488.75,0.256,0.256,39.9728125,16.0124783861671,905,2488.75,0.09075
"319","ltu","High income",23934.728489916,7.112,4.68354420903453,7.75970221,1854.28051758,2800839,67037321008.9679,2021,2007822.78055556,1106383.54444444,972604.832853026,70223.4903846154,11545.2464985994,11178.1726027397,73.01025,40.2314722222222,35.3668011527378,2.55310897435897,4064.69863013699,5228.52328767123,0.190120547945205
"320","ltu","High income",25085.784063499,5.955,17.5244052090562,7.24335003,1829.66320801,2831639,71033884499.7824,2022,4474090.7005988,1950498.19760479,1873453.98802395,919345.925149701,1291.96794871795,1245.2301369863,162.690928143713,70.9258083832335,68.1241916167665,33.4298203592814,452.791780821918,117.460273972603,0.00425753424657534
"321","lux","High income",58049.6139606671,4.588,6.33600807777919,5.55154753,3568.8379287675,653103,81641807865.7591,2022,1304710.22981366,480154.267080745,1541441.84210526,394648.375776398,993.014084507042,855.501369863014,201.468229813665,74.1437888198758,39.9728125,60.9400310559006,1321.04383561644,52.6876712328767,0.00804931506849315
"322","lux","High income",58049.6139606671,5.184,3.74140361983136,5.78284121,3568.8379287675,666430,85755006123.5976,2023,1373551.70588235,481929.852941177,462702,458182.367647059,55.5892857142857,39.5714285714286,212.098382352941,74.4176470588235,71.45,70.7508823529412,61.1071428571429,0.642857142857143,0
"323","lux","High income",58049.6139606671,6.766,0.819957302127036,5.76488066,3568.8379287675,630419,73699366700.2134,2020,834.333333333333,834.333333333333,1541441.84210526,555673.615384615,399.5,339.666666666667,0.126666666666667,0.126666666666667,39.9728125,16.0124783861671,524.333333333333,339.666666666667,0.0526666666666667
"324","lux","High income",58049.6139606671,5.571,2.52692009066166,5.66065645,3568.8379287675,640064,85584105993.8746,2021,513875.975975976,279302.738738739,12687.7837837838,23028.6856060606,3271.1045751634,2899.62465753425,79.3508108108108,43.128978978979,1.95864864864865,3.5557196969697,4477.48767123288,1265.98630136986,0.195471232876712
"325","mac","High income",58049.6139606671,2.235,0.476384495788075,10.0194025,3269.70385742,678800,45803067940.4072,2023,1797185.86666667,678825.266666667,640966.933333333,477393.666666667,10435,207.776699029126,258.52,97.646,92.202,68.6713333333333,298.961165048544,62.4854368932039,0.00893203883495145
"326","mac","High income",36909.9564090312,2.482,1.04502802369954,10.0194025,3269.70385742,677300,24999113475.8368,2022,1306048.66515837,580778.802752294,543466.193396226,227104.489795918,1954.93617021277,2224.33150684932,187.871719457014,83.543623853211,78.1764150943396,32.6684183673469,3199.66301369863,494.991780821918,0.071241095890411
"327","mac","High income",45376.314586156,2.229,0.0264543647054126,10.0194025,3269.70385742,682500,30969334705.0515,2021,324042.018867925,232078.347305389,171619.496969697,555673.615384615,3168.40804597701,2977.02147239264,46.612641509434,33.3838323353293,24.6876363636364,16.0124783861671,4282.35889570552,1694.34328358209,0.243705223880597
"328","mdg","Low income",490.206238571448,3.487,5.81225118787715,3.5045228,17.17938805,29691083,14554754116.5427,2021,251502.3,198311.052631579,371060.666666667,555673.615384615,13544,3911.09871244635,0.8495,0.670526315789474,1.25333333333333,16.0124783861671,132.184549356223,3251.12875536481,0.0110901287553648
"329","mdg","Low income",497.242514792961,3.186,8.16059031991844,3.25023246,16.32154655,30437261,15134700203.0497,2022,1783667.62962963,1480103.28125,1400932.81818182,71908.75,10435,4187.71780821918,6.02333333333333,4.999375,4.73090909090909,0.244375,141.457534246575,3713.38904109589,0.0125397260273973
"330","mdg","Low income",506.159368687808,3.069,9.87432675044888,5.92793417,37.661224365,31195932,15790113246.7478,2023,2825637.61111111,2471190.23529412,2393838.64705882,143358.722222222,10435,3085.54502369668,9.54222222222222,8.34470588235294,8.08411764705882,0.484444444444444,104.199052132701,2826.39336492891,0.00960189573459715
"331","mwi","Low income",602.343619809252,5.033,17.5244052090562,5.92793417,37.661224365,21104482,12712150082.0792,2023,7644368.92307692,5021649.1,3939586.5,1024029.5,10435,7074.47191011236,37.4653846153846,24.609,19.306,5.017,346.651685393258,3151.48689138577,0.0154044943820225
"332","mwi","Low income",604.269751184515,5.037,17.5244052090562,6.50023508,39.65991211,20568728,12429060150.742,2022,2372643.31147541,1809699.75409836,1029231.94915254,118552.2,2633,13270.6904109589,11.6275409836066,8.86901639344262,5.0428813559322,0.58,650.271232876712,8534.5698630137,0.0417671232876712
"333","mwi","Low income",617.447520802454,5.662,9.33014410835212,7.62815809,47.58463669,20047258,12378129750.9872,2021,837810.158653846,683357.509615385,432107.973684211,555673.615384615,7130.09202453988,6139.10380622837,4.10591346153846,3.34884615384615,2.11776315789474,16.0124783861671,300.851211072664,5130.43252595156,0.025159169550173
"334","mys","Upper middle income",10903.1116425938,4.64,2.47710241465447,4.37382412,476.94366455,34282399,373784823672.946,2021,24467356.2025723,13071145.0900322,10895318.4662379,1438539.19672131,186610.458064516,184919.319354839,72.0934083601286,38.5147909967846,32.1034726688103,4.2377868852459,5448.7064516129,83987.9193548387,0.247461290322581
"335","mys","Upper middle income",11379.0861000632,3.869,2.48886560125754,5.376546145,374.140945435,35126298,399705169318.477,2023,72608080.5793872,28134048.2337278,27547405.2980501,17144780.1671309,808.286516853933,814.41095890411,213.942200557103,82.8989053254438,81.1703621169917,50.5176601671309,23.986301369863,40.9479452054794,1.64383561643836e-05
"336","mys","Upper middle income",11748.0919307944,3.93,3.37869862549928,3.90591931,458.21963501,34695493,407605841348.235,2022,69958594.7260274,27687097.8219178,26898459.5452055,15587307.7178082,39748.1232876712,41190.5369863014,206.135342465753,81.5809315068493,79.2569589041096,45.9284383561644,1213.70684931507,5744.32602739726,0.0168876712328767
"337","mdv","Upper middle income",10176.143882547,5.024,0.543149688737013,10.09611702,1057.34313965,516154,5252457369.55218,2021,498729.628070175,301000.473684211,247100.46460177,16390.4516129032,2855.60569105691,2385.40060240964,95.2142105263158,57.4648070175439,47.1746460176991,3.12838709677419,4554.02710843373,1202.86746987952,0.229623493975904
"338","mdv","Upper middle income",11786.0091545343,4.419,2.33314337624567,9.65276241,1150.68554688,524106,6177118113.94637,2022,886748.386666667,398126.226666667,374859.96,113762.2,2124.0303030303,444.12602739726,169.291333333333,76.0076,71.5658666666667,21.7190666666667,847.975342465753,6.65753424657534,0.00126301369863013
"339","mdv","Upper middle income",12530.3602359683,4.241,2.92746542425035,10.09611702,1057.34313965,525994,6590894301.9579,2023,951650,399278,385136.5,167235.5,10435,2.29655172413793,181.681666666667,76.2266666666667,73.5266666666667,31.93,4.59310344827586,0.931034482758621,6.20689655172414e-05
"340","mli","Low income",862.467400106111,3.966,3.92560283104276,3.46649742,30.61906815,22388630,19309463508.0377,2021,407510.189189189,315700.111111111,151912.483870968,555673.615384615,10435,3841.40579710145,1.80324324324324,1.39777777777778,0.67258064516129,16.0124783861671,170.061594202899,3188.19927536232,0.0141340579710145
"341","mli","Low income",869.270234286992,2.956,2.05880228274214,5.92793417,37.661224365,23769127,20661794596.0873,2023,5253060.75,3876193.125,3188218.25,555673.615384615,10435,10488.3955223881,23.25,17.15625,14.11,16.0124783861671,464.298507462687,7568.14925373134,0.0334477611940298
"342","mli","Low income",813.965034073188,2.387,9.62147608489072,3.67284775,29.74292755,23072640,18780322203.7584,2022,2704747.19444444,1933690.67567568,1447951.10526316,555673.615384615,10435,9436.65753424658,11.9713888888889,8.55891891891892,6.40789473684211,16.0124783861671,417.706849315068,6719.79178082192,0.0297260273972603
"343","mlt","High income",36142.2058531852,2.921,6.15375621933037,9.52376747,3352.77490234,531511,19209979975.2323,2022,1296814.87042254,474165.056338028,466276.233146067,555673.615384615,870.080691642651,890.619178082192,243.170957746479,88.9127605633803,87.4333988764045,16.0124783861671,1670.07671232877,98.9890410958904,0.018586301369863
"344","mlt","High income",40395.7692064458,3.11,5.09396758978883,5.21208596,1785.16796875,552747,22328640241.5553,2023,1383465.23809524,478738.444444444,471466.935483871,484824.454545455,106.1875,85.6712328767123,259.41873015873,89.7703174603175,88.4064516129032,90.9118181818182,160.747945205479,1.07123287671233,0.000175342465753425
"345","mlt","High income",38027.3801730893,3.394,1.49789217934724,10.36362457,3568.8379287675,518536,19718565605.433,2021,569688.244837758,299817.786982249,266395.975903614,555673.615384615,3088.25816023739,2999.04885057471,106.824926253687,56.2201479289941,49.9532530120482,16.0124783861671,5623.63218390805,1248.44540229885,0.234140804597701
"346","mrt","Lower middle income",2120.82320358953,10.446,4.95305034506872,4.2881484,79.713478085,5022441,10651709411.4594,2023,4069570.4,2101166.5,1538385.8,383427.5,10435,29.0650154798762,85.924,44.366,32.483,8.098,5.90712074303406,14.3808049535604,0.000315789473684211
"347","mrt","Lower middle income",1960.35240077424,10.531,9.52526628622843,4.48389912,90.41540527,4875637,9557966698.25369,2022,3164261.38888889,1761005.9375,1224781.90625,175926.04,10435,5962.07123287671,66.81,37.183125,25.859375,3.7148,1258.8904109589,2591.22191780822,0.0547178082191781
"348","mrt","Lower middle income",1947.78918383313,11.144,3.56516484650185,3.78022528,73.6309433,4734874,9222536364.01272,2021,757950.272727273,499242.078431373,334498.822222222,555673.615384615,4931.8,6753.67142857143,16.004,10.5409803921569,7.06377777777778,16.0124783861671,1426.00357142857,4121.27142857143,0.0870892857142857
"349","mus","Upper middle income",9068.97300226707,7.719,4.02852888157383,6.6160841,593.77947998,1266334,11484348857.8529,2021,1240866.26470588,643613.666666667,627202.035714286,555673.615384615,35153,5997.29117647059,95.4897058823529,49.529696969697,48.2657142857143,16.0124783861671,4615.23529411765,2759.96764705882,0.212308823529412
"350","mus","Upper middle income",11613.0441587588,5.571,7.05298238454735,6.10870004,409.552917485,1261041,14644524819.0054,2023,2614633.46153846,1123773,1088142,641224.769230769,10435,14.5355450236967,201.206923076923,86.48,83.74,49.3453846153846,11.1706161137441,0,0
"351","mus","Upper middle income",10239.7970461095,6.322,10.7737512242899,5.82381678,590.93572998,1262523,12927979286.0453,2022,2573510,1047049.54545455,1008021.04545455,602564.111111111,10435,1572.59178082192,198.042173913043,80.5740909090909,77.5727272727273,46.3692592592593,1210.36438356164,507.898630136986,0.0388931506849315
"352","mex","Upper middle income",11385.4070757929,3.256,7.8962761916855,5.72145176,650.97070313,128613117,32389335868.1661,2022,180128392.463158,85548421.2210526,77972340.3483146,52594355.7391304,500444.948275862,259032.785714286,141.271684210526,67.0946315789474,61.1526966292135,41.2508695652174,2031.52142857143,54431.3928571429,0.0427535714285714
"353","mex","Upper middle income",8841.27075003163,4.44,3.39683415570006,6.0537405,535.11669922,126799054,32389335868.1661,2020,12570.8,12570.8,1541441.84210526,555673.615384615,6058,2294.14285714286,0.01,0.01,39.9728125,16.0124783861671,17.8571428571429,2294.14285714286,0.00171428571428571
"354","mex","Upper middle income",10314.0506741437,4.019,5.68920847683753,5.89244318,606.13415527,127648148,32389335868.1661,2021,51650634.321656,34192760.747541,23927837.1643836,555673.615384615,437621.26618705,407367.849315069,40.5091719745223,26.8171803278689,18.7661643835616,16.0124783861671,3194.91506849315,224387.98630137,0.175972602739726
"355","mda","Upper middle income",6729.41286813969,1.555,13.41701043813,7.50389433,465.57043457,2457783,16539436547.295,2023,2285261.8,1108042.9,1077491.4,401148.5,10435,59.1540616246499,69.82,33.853,32.921,12.256,18.0700280112045,11.9775910364146,0.000235294117647059
"356","mda","Upper middle income",5738.42473515618,0.897,17.5244052090562,6.96505404,398.14910889,2528654,14510490660.2516,2022,2013382.68888889,1092479,1030508.33707865,317307.2,4012.20634920635,1389.45753424658,61.5151111111111,33.3785714285714,31.4850561797753,9.694,424.520547945205,247.115068493151,0.00758630136986301
"357","mda","Upper middle income",5274.60582195352,0.785,5.10641129002836,7.7490406,410.12298584,2595809,13691869264.0794,2021,881880.41025641,301665.495798319,500333.903030303,555673.615384615,7422.78082191781,5855.78405315615,26.9440512820513,9.21689075630252,15.2870303030303,16.0124783861671,1789.12292358804,3365.08637873754,0.102893687707641
"358","mco","High income",58049.6139606671,5.602,3.78989858162972,4.27929592,3568.8379287675,38050,6730736282.78961,2020,0,1755701.5,1541441.84210526,555673.615384615,10435,126,0,45.032868852459,39.9728125,16.0124783861671,3453,1084.48754280822,0.0271931506849315
"359","mco","High income",58049.6139606671,5.602,3.78989858162972,3.67252064,3568.8379287675,38527,8623242743.29564,2021,34692.16,19238.5833333333,16357.5,10598,10435,182.946478873239,95.0708,52.72125,44.8266666666667,29.04,5013.54084507042,70.5890410958904,0.193393835616438
"360","mng","Upper middle income",4517.61578018785,7.747,7.35281243380219,7.21042728,330.03753662,3383741,15286441737.6686,2021,3331662.93421053,1754237.34979424,1772898.475,885482.333333333,24480.4034090909,17098.7852564103,98.0370175438596,51.6201646090535,52.1691,26.0555555555556,5031.46153846154,7338.55663430421,0.215906148867314
"361","mng","Upper middle income",4993.51487463495,6.211,15.1479560897226,8.85170174,448.24212646,3433748,17146471713.748,2022,5445860.46753247,2270340.15789474,2171496.36486486,1004047.81818182,2177.83673469388,1166.58695652174,160.248701298701,66.8063157894737,63.8983783783784,29.5451948051948,343.304347826087,54.5954198473282,0.00164885496183206
"362","mne","Upper middle income",9465.96153027794,16.543,2.41080198403165,10.55253506,1024.2565918,619211,5861427505.12493,2021,314755.160714286,168353.385714286,151063.794007491,73162.6666666667,2285.58964143426,2006.47452229299,50.1937857142857,26.8469285714286,24.089925093633,11.6677777777778,3199.68152866242,904.076433121019,0.144187898089172
"363","mne","Upper middle income",10093.4387007266,14.851,13.0403036347004,10.92241859,1107.06445313,617213,6229801580.79157,2022,667725.473170732,289871.843902439,281558.404878049,96295.2243902439,194.966480446927,208.483193277311,106.481414634146,46.2253170731707,44.9,15.3565365853659,332.478991596639,39.9495798319328,0.00634033613445378
"364","mar","Lower middle income",3771.4462890625,9.044,6.09114152504141,5.73500204,265.85464478,37712505,144417103249.646,2023,55381801.1818182,25018884.7272727,23520369.6363636,6882408.14285714,1204,218.925373134328,147.850909090909,66.7904545454546,62.7904545454545,18.3742857142857,5.80597014925373,33.9776119402985,0
"365","mar","Lower middle income",3455.39624023438,9.494,6.65704202759067,5.68049145,199.21412659,37329064,130951926351.241,2022,54151994.1785714,24906044.8103448,23374038.1551724,6371558.96666667,17991,13800.4849315068,144.567142857143,66.49,62.4010344827586,17.011,368.419178082192,1041.89315068493,0.00270136986301369
"366","mar","Lower middle income",3785.93627929688,10.576,1.40195883962006,5.522717,211.94190979,36954442,142022058447.231,2021,18618826.2761905,11235665.6073298,8986013.18324607,555673.615384615,188649.531034483,149736.09495549,49.7061428571429,29.9952879581152,23.9894240837696,16.0124783861671,3997.44510385757,71505.3936507936,0.19088253968254
"367","moz","Low income",509.907829475551,4.053,6.40847652975692,8.86981869,45.22790909,31707800,16168055475.4449,2021,4909733.16216216,3050591.02777778,2120443.06060606,555673.615384615,295812,48745.3277591973,14.8916216216216,9.25277777777778,6.43181818181818,16.0124783861671,1478.41806020067,28676.9899665552,0.0870434782608696
"368","moz","Low income",622.985619320596,3.519,7.12697482131851,5.92793417,37.661224365,33635160,20954220983.5473,2023,30981459.7142857,20036528.7142857,19470681.7142857,1540656.83333333,10435,31748.5136612022,93.9714285714286,60.7742857142857,59.0557142857143,4.675,962.890710382514,23280.8142076503,0.070551912568306
"369","moz","Low income",578.251663751351,3.596,10.2794018093421,8.77717781,49.4729538,32656246,18883528581.3734,2022,20342532.75,13335288,12337687.8095238,497082.888888889,10435,39969.1643835616,61.70125,40.4466666666667,37.4214285714286,1.50703703703704,1211.97534246575,27556.2273972603,0.0834520547945205
"370","mmr","Lower middle income",1158.05005034332,3.057,3.92718022100332,5.20476246,57.96875763,53756787,62253049891.6449,2022,48820220,26409345.28125,21657311.34375,1418472.23529412,10435,120930.260273973,90.1090625,48.7446875,39.9728125,2.61823529411765,2232.2602739726,48560.5315068493,0.089427397260274
"371","mmr","Lower middle income",1242.72134419599,4.34,3.92718022100332,5.83599281,71.14800262,53387102,66345291160.1683,2021,12060806.9565217,7805622.54545455,5377624.42105263,555673.615384615,3800,104986.722713864,22.2621739130435,14.4086363636364,9.92578947368421,16.0124783861671,1937.92330383481,60480.1150442478,0.111710914454277
"372","mmr","Lower middle income",1233.19666209269,3.032,3.92718022100332,5.15676308,135.42979431,54133798,66757619000,2023,91466008.5,40953432,35567086.5,14945490,10435,58811.6480686695,168.82,75.585,65.645,27.585,1085.84549356223,14408.4549356223,0.0264420600858369
"373","nam","Upper middle income",4412.8355693052,5.6365,3.61690530108814,9.33766365,413.51190186,2810548,12402486183.6396,2021,146506.364963504,108235.459854015,42626.9430894309,555673.615384615,2153.29357798165,2230.55902777778,5.70773722627737,4.2163503649635,1.66008130081301,16.0124783861671,868.923611111111,1384.75,0.0539131944444444
"374","nam","Upper middle income",4349.04532248966,19.695,6.08128114112413,9.29635525,405.59393311,2889662,12567271004.6761,2022,888357.923076923,521327.454545455,450258.878787879,78271.6363636364,10435,910.106849315068,34.6069230769231,20.3078787878788,17.5406060606061,3.04818181818182,354.419178082192,562.454794520548,0.0219561643835616
"375","nam","Upper middle income",4168.28521087347,19.365,5.87993463284275,6.10870004,409.552917485,2963095,12351025066.9131,2023,989425.318181818,616560.157894737,538334.636363636,262054.909090909,10435,99.5158227848101,38.5436363636364,24.0184210526316,20.9709090909091,10.2090909090909,38.6898734177215,81.5284810126582,0.00312658227848101
"376","nru","High income",13287.2711890938,4.4565,2.20073235144786,7.12727031337192,2264.20239258,11801,156803087.302496,2022,21293.8333333333,9756.5,8229.66666666667,4961.5,10435,38.4328767123288,167.788333333333,76.8783333333333,64.85,39.0925,3028.36438356164,12.7068493150685,0.100038356164384
"377","nru","High income",12982.7612060515,4.4565,2.20073235144786,10.0194025,3269.70385742,11875,154170289.321861,2023,32157,13106,11346,7705,10435,55,253.38,103.27,89.4,60.71,4334,13,0.102
"378","nru","High income",14989.6647450751,4.4565,2.20073235144786,12.00061035,1809.3338623,11709,175513984.500084,2021,7925.27272727273,5532.63636363636,5263.8,555673.615384615,168,57.7790262172285,62.4481818181818,43.5963636363636,41.474,16.0124783861671,4552.98501872659,30.1685393258427,0.237835205992509
"379","npl","Lower middle income",1252.75076731986,12.186,4.14968003360264,5.32333136,66.54234314,29475010,36924841394.2605,2021,7277735.1,4403896.83221477,3483837.096,555673.615384615,83048.037037037,70200.6725663717,23.8242,14.4171140939597,11.40456,16.0124783861671,2298.0796460177,40291.7297297297,0.131888888888889
"380","npl","Lower middle income",1385.91066275016,10.844,7.6507917679853,6.65589333,88.26616669,29715436,41182939600.67,2022,42918856.379845,22404589.4210526,19436374.1832061,3868510.96031746,77929.6666666667,100314.482191781,140.498217054264,73.3432330827068,63.6265648854962,12.664126984127,3283.86301369863,38613.5753424658,0.126383561643836
"381","npl","Lower middle income",1377.62603571292,10.628,7.11475951738199,3.344135165,71.046028135,29694614,40908073366.8455,2023,61689075.1875,27778178.0625,24334499.25,9576397.875,10435,6941.53516819572,201.945,90.935625,79.66125,31.35,227.443425076453,930.024464831804,0.00301834862385321
"382","nld","High income",58049.6139606671,4.209,2.67572008805385,11.12490749,3568.8379287675,17533044,32389335868.1661,2021,13384868.5961538,7580930.71153846,6214006.64,1385150.375,10435,76471.4733893557,76.2061538461538,43.1621153846154,35.3788,7.88375,4353.8487394958,34715.619047619,0.197655462184874
"383","nld","High income",58049.6139606671,3.537,3.83839354342808,9.10995388,3282.81738281,17877117,32389335868.1661,2023,39744226.8717949,12581217.1794872,11767676.0512821,9413263.38461538,10435,784.205882352941,226.282820512821,71.6315384615385,66.9969230769231,53.5933333333333,44.625,13.8235294117647,0
"384","nld","High income",58049.6139606671,3.526,10.0012078753473,10.10068321,3568.8379287675,17700982,32389335868.1661,2022,35242283.0576923,12552784.75,11734581.3653846,8943040.98076923,10435,33517.3561643836,200.65,71.4680769230769,66.8103846153846,50.9165384615385,1908.29863013699,460.780821917808,0.00242739726027397
"385","ncl","High income",35125.5224984723,10.939,2.20073235144786,10.0194025,3269.70385742,289870,24999113475.8368,2023,479830.222222222,192309.611111111,184738.388888889,102782.222222222,10435,47.4883720930233,165.482222222222,66.3227777777778,63.7127777777778,35.4472222222222,163.713178294574,3.06201550387597,0.00106976744186046
"386","ncl","High income",35311.5543551452,11.54,2.20073235144786,10.0194025,3269.70385742,285214,10071349663.8484,2021,152948.4,83542.6222222222,72633.9534883721,555673.615384615,10435,1073.12048192771,52.7491111111111,28.8124444444444,25.0495348837209,16.0124783861671,3700.91265060241,548.689759036145,0.189210843373494
